CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,REGION
'220906105,0,0,0,0,0,0,,TAYLOR EL,N,N,TARRANT,'220,B,GRAPEVINE-COLLEYVILLE ISD,'220906,'EE - 05,E,'11
'220906106,0,0,0,0,0,1,,BEAR CREEK EL,N,N,TARRANT,'220,B,GRAPEVINE-COLLEYVILLE ISD,'220906,'PK - 05,E,'11
'220906107,0,1,0,0,1,1,,HERITAGE EL,N,N,TARRANT,'220,A,GRAPEVINE-COLLEYVILLE ISD,'220906,'PK - 05,E,'11
'220906108,1,0,1,1,1,0,,BRANSFORD EL,N,N,TARRANT,'220,A,GRAPEVINE-COLLEYVILLE ISD,'220906,'EE - 05,E,'11
'220906109,0,0,0,0,0,0,,GRAPEVINE EL,N,N,TARRANT,'220,A,GRAPEVINE-COLLEYVILLE ISD,'220906,'PK - 05,E,'11
'220906110,1,0,0,0,1,1,,SILVER LAKE EL,N,N,TARRANT,'220,B,GRAPEVINE-COLLEYVILLE ISD,'220906,'PK - 05,E,'11
'220906111,1,0,1,0,1,1,,GLENHOPE EL,N,N,TARRANT,'220,A,GRAPEVINE-COLLEYVILLE ISD,'220906,'KG - 05,E,'11
'220907001,0,0,1,0,0,0,0,KELLER H S,N,N,TARRANT,'220,A,KELLER ISD,'220907,'09 - 12,S,'11
'220907002,1,1,0,1,0,1,0,FOSSIL RIDGE H S,N,N,TARRANT,'220,B,KELLER ISD,'220907,'09 - 12,S,'11
'220907004,0,0,0,0,0,0,0,CENTRAL H S,N,N,TARRANT,'220,A,KELLER ISD,'220907,'09 - 12,S,'11
'220907005,0,0,0,0,0,0,0,TIMBER CREEK H S,N,N,TARRANT,'220,A,KELLER ISD,'220907,'09 - 12,S,'11
'220907039,,,,,,,,NEW DIRECTION LRN CTR,Y,N,TARRANT,'220,A,KELLER ISD,'220907,'09 - 12,S,'11
'220907041,0,0,0,0,0,0,0,KELLER MIDDLE,N,N,TARRANT,'220,A,KELLER ISD,'220907,'07 - 08,M,'11
'220907042,0,0,0,1,0,0,0,FOSSIL HILL MIDDLE,N,N,TARRANT,'220,B,KELLER ISD,'220907,'07 - 08,M,'11
'220907043,1,0,1,1,0,0,0,HILLWOOD MIDDLE,N,N,TARRANT,'220,A,KELLER ISD,'220907,'07 - 08,M,'11
'220907044,1,0,0,0,0,0,0,INDIAN SPRINGS MIDDLE,N,N,TARRANT,'220,A,KELLER ISD,'220907,'05 - 08,M,'11
'220907045,0,0,1,1,1,0,0,TRINITY SPRINGS MIDDLE,N,N,TARRANT,'220,A,KELLER ISD,'220907,'07 - 08,M,'11
'220907046,0,0,0,0,0,0,0,TIMBERVIEW MIDDLE,N,N,TARRANT,'220,B,KELLER ISD,'220907,'05 - 08,M,'11
'220907047,0,0,1,0,1,0,,VISTA RIDGE MIDDLE,N,N,TARRANT,'220,B,KELLER ISD,'220907,'05 - 07,M,'11
'220907101,1,1,0,1,0,,,KELLER-HARVEL EL,N,N,TARRANT,'220,A,KELLER ISD,'220907,'KG - 04,E,'11
'220907102,1,0,0,0,0,,,FLORENCE EL,N,N,TARRANT,'220,A,KELLER ISD,'220907,'KG - 04,E,'11
'220907103,0,0,0,0,0,,,PARKVIEW EL,N,N,TARRANT,'220,D,KELLER ISD,'220907,'KG - 04,E,'11
'220907104,1,1,0,0,0,0,,BEAR CREEK INT,N,N,TARRANT,'220,A,KELLER ISD,'220907,'05 - 06,M,'11
'220907105,0,1,0,0,0,,,WHITLEY ROAD EL,N,N,TARRANT,'220,C,KELLER ISD,'220907,'KG - 04,E,'11
'220907106,0,0,0,0,0,,,HERITAGE EL,N,N,TARRANT,'220,C,KELLER ISD,'220907,'KG - 04,E,'11
'220907107,0,1,0,0,0,0,,CHISHOLM TRAIL INT,N,N,TARRANT,'220,B,KELLER ISD,'220907,'05 - 06,M,'11
'220907108,0,0,0,0,0,,,SHADY GROVE EL,N,N,TARRANT,'220,B,KELLER ISD,'220907,'KG - 04,E,'11
'220907109,0,0,0,0,0,,,PARK GLEN EL,N,N,TARRANT,'220,C,KELLER ISD,'220907,'KG - 04,E,'11
'220907110,1,1,1,1,0,,,WILLIS LANE EL,N,N,TARRANT,'220,A,KELLER ISD,'220907,'KG - 04,E,'11
'220907111,0,0,0,0,0,,,NORTH RIVERSIDE EL,N,N,TARRANT,'220,D,KELLER ISD,'220907,'KG - 04,E,'11
'220907112,1,0,0,1,0,,,HIDDEN LAKES EL,N,N,TARRANT,'220,A,KELLER ISD,'220907,'KG - 04,E,'11
'220907113,0,1,0,1,0,,,LONE STAR EL,N,N,TARRANT,'220,B,KELLER ISD,'220907,'KG - 04,E,'11
'220907114,0,0,0,0,0,0,,PARKWOOD HILL INT,N,N,TARRANT,'220,B,KELLER ISD,'220907,'05 - 06,M,'11
'220907116,0,0,0,0,0,,,BLUEBONNET EL,N,N,TARRANT,'220,C,KELLER ISD,'220907,'KG - 04,E,'11
'220907117,0,0,0,0,0,,,FREEDOM EL,N,N,TARRANT,'220,B,KELLER ISD,'220907,'KG - 04,E,'11
'220907118,1,1,1,1,0,,,BETTE PEROT EL,N,N,TARRANT,'220,A,KELLER ISD,'220907,'KG - 04,E,'11
'220907119,0,0,0,0,0,,,WOODLAND SPRINGS EL,N,N,TARRANT,'220,B,KELLER ISD,'220907,'KG - 04,E,'11
'220907120,0,0,0,0,0,,,LIBERTY EL,N,N,TARRANT,'220,B,KELLER ISD,'220907,'KG - 04,E,'11
'220907121,0,0,0,0,0,,,INDEPENDENCE EL,N,N,TARRANT,'220,B,KELLER ISD,'220907,'KG - 04,E,'11
'220907122,0,0,0,0,0,,,FRIENDSHIP EL,N,N,TARRANT,'220,C,KELLER ISD,'220907,'KG - 04,E,'11
'220907123,1,0,0,1,0,0,,TRINITY MEADOWS INT,N,N,TARRANT,'220,B,KELLER ISD,'220907,'05 - 06,M,'11
'220907124,0,0,0,0,0,,,EAGLE RIDGE EL,N,N,TARRANT,'220,B,KELLER ISD,'220907,'KG - 04,E,'11
'220907125,0,0,0,0,0,,,CAPROCK EL,N,N,TARRANT,'220,C,KELLER ISD,'220907,'KG - 04,E,'11
'220907126,0,1,1,1,1,,,BASSWOOD EL,N,N,TARRANT,'220,B,KELLER ISD,'220907,'KG - 04,E,'11
'220907128,,,,,,,,KELLER EARLY LEARNING CENTER - NOR,N,N,TARRANT,'220,B,KELLER ISD,'220907,'EE - PK,E,'11
'220907129,0,0,0,0,0,,,RIDGEVIEW EL,N,N,TARRANT,'220,B,KELLER ISD,'220907,'KG - 04,E,'11
'220907130,0,0,0,0,0,,,SUNSET VALLEY EL,N,N,TARRANT,'220,C,KELLER ISD,'220907,'KG - 04,E,'11
'220907131,,,,,,,,KELLER EARLY LEARNING CENTER - SOU,N,N,TARRANT,'220,B,KELLER ISD,'220907,'EE - PK,E,'11
'220908002,0,1,0,1,1,1,1,MANSFIELD SUMMIT H S,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'09 - 12,S,'11
'220908003,0,0,0,0,0,1,1,MANSFIELD H S,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'09 - 12,S,'11
'220908004,1,1,0,1,1,1,1,MANSFIELD TIMBERVIEW H S,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'09 - 12,S,'11
'220908005,0,0,0,1,0,0,0,MANSFIELD LEGACY H S,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'09 - 12,S,'11
'220908006,,,,,,,,THE PHOENIX ACADEMY,Y,N,TARRANT,'220,C,MANSFIELD ISD,'220908,'09 - 12,S,'11
'220908007,0,0,0,0,0,0,0,MANSFIELD LAKE RIDGE H S,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'09 - 12,S,'11
'220908008,,1,1,,1,1,1,MANSFIELD FRONTIER H S,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'11 - 12,S,'11
'220908009,1,1,1,1,1,1,1,TCCSE EARLY COLLEGE H S AT TIMBERV,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'09 - 10,S,'11
'220908041,0,0,0,0,0,0,0,ROGENE WORLEY MIDDLE,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'07 - 08,M,'11
'220908042,1,1,1,1,1,1,1,T A HOWARD MIDDLE,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'07 - 08,M,'11
'220908043,1,1,1,1,1,0,1,BROOKS WESTER MIDDLE,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'06 - 08,M,'11
'220908044,0,0,0,0,0,0,0,DANNY JONES MIDDLE,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'07 - 08,M,'11
'220908045,1,1,1,1,1,0,0,JAMES COBLE MIDDLE,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'07 - 08,M,'11
'220908046,0,0,1,1,0,1,0,LINDA JOBE MIDDLE,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'07 - 08,M,'11
'220908101,0,0,1,0,1,,,ALICE PONDER EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'EE - 04,E,'11
'220908103,0,1,1,0,1,,,TARVER-RENDON EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908105,0,0,0,0,0,,,J L BOREN EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'EE - 04,E,'11
'220908106,1,1,1,1,1,,,CHARLOTTE ANDERSON EL,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908107,0,0,0,1,1,,,GLENN HARMON EL,N,N,TARRANT,'220,C,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908109,1,1,1,0,1,,,D P MORRIS EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908110,1,0,0,0,0,,,WILLIE BROWN EL,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908111,0,0,0,0,0,,,KENNETH DAVIS EL,N,N,TARRANT,'220,C,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908112,1,0,1,1,1,,,IMOGENE GIDEON EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908113,0,0,1,0,0,,,ERMA NASH EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908114,1,0,0,1,0,,,ELIZABETH SMITH EL,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'EE - 04,E,'11
'220908115,0,0,0,0,0,,,ROBERTA TIPPS EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'EE - 04,E,'11
'220908116,0,0,0,0,0,,,MARTHA REID EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908117,0,1,1,0,1,,,THELMA JONES EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'EE - 04,E,'11
'220908118,0,1,1,0,1,,,MARY JO SHEPPARD EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908119,0,1,1,0,0,,,JANET BROCKETT EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908120,0,0,0,0,0,,,ANNA MAY DAULTON EL,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908121,1,1,1,1,1,,,CORA SPENCER EL,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'KG - 04,E,'11
'220908122,1,1,1,0,1,,,LOUISE CABANISS EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908123,0,1,0,0,0,,,CAROL HOLT EL,N,N,TARRANT,'220,C,MANSFIELD ISD,'220908,'EE - 04,E,'11
'220908124,1,1,0,1,0,,,ANNETTE PERRY EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'PK - 04,E,'11
'220908125,0,0,0,0,0,,,JUDY MILLER EL,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'EE - 04,E,'11
'220908126,1,0,1,0,0,,,NANCY NEAL EL,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'EE - 04,E,'11
'220908201,0,0,0,0,0,0,,MARY ORR INT,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'05 - 06,M,'11
'220908202,0,0,0,0,0,0,,CROSS TIMBERS INT,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'05 - 06,M,'11
'220908204,1,1,1,1,1,1,,DONNA SHEPARD INT,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'05 - 06,M,'11
'220908205,1,1,1,1,1,0,,DELLA ICENHOWER INT,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'05 - 06,M,'11
'220908206,0,0,0,0,0,0,,MARY LILLARD I S,N,N,TARRANT,'220,B,MANSFIELD ISD,'220908,'05 - 06,M,'11
'220908207,0,0,0,0,0,0,,ASA E LOW JR INT,N,N,TARRANT,'220,A,MANSFIELD ISD,'220908,'05 - 06,M,'11
'220910001,0,0,0,0,0,0,0,LAKE WORTH H S,N,N,TARRANT,'220,C,LAKE WORTH ISD,'220910,'09 - 12,S,'11
'220910042,0,0,0,0,0,0,0,LUCYLE COLLINS MIDDLE SCHOOL,N,N,TARRANT,'220,C,LAKE WORTH ISD,'220910,'07 - 08,M,'11
'220910043,0,0,0,0,0,0,,N A HOWRY INT,N,N,TARRANT,'220,F,LAKE WORTH ISD,'220910,'05 - 06,M,'11
'220910101,0,0,0,0,0,,,EFFIE MORRIS EL,N,N,TARRANT,'220,D,LAKE WORTH ISD,'220910,'EE - 04,E,'11
'220910103,0,0,0,0,0,,,MARINE CREEK EL,N,N,TARRANT,'220,F,LAKE WORTH ISD,'220910,'PK - 04,E,'11
'220910104,0,0,0,0,0,,,MARILYN MILLER EL,N,N,TARRANT,'220,F,LAKE WORTH ISD,'220910,'PK - 04,E,'11
'220912001,0,0,0,1,0,0,0,CROWLEY H S,N,N,TARRANT,'220,B,CROWLEY ISD,'220912,'09 - 12,S,'11
'220912002,0,0,0,0,0,1,0,NORTH CROWLEY H S,N,N,TARRANT,'220,B,CROWLEY ISD,'220912,'09 - 12,S,'11
'220912041,0,0,0,0,0,0,0,H F STEVENS MIDDLE,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'07 - 09,M,'11
'220912042,0,0,0,0,0,0,0,CROWLEY MIDDLE,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'07 - 08,M,'11
'220912043,1,0,0,0,0,0,0,SUMMER CREEK MIDDLE,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'06 - 09,M,'11
'220912101,0,0,0,0,0,,,BESS RACE EL,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'PK - 04,E,'11
'220912102,0,1,1,0,0,,,SYCAMORE EL,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'PK - 04,E,'11
'220912103,0,0,0,0,0,,,DEER CREEK EL,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'EE - 04,E,'11
'220912104,0,1,0,0,0,,,MEADOWCREEK EL,N,N,TARRANT,'220,D,CROWLEY ISD,'220912,'PK - 04,E,'11
'220912105,0,1,1,0,1,,,JACKIE CARDEN EL,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'EE - 04,E,'11
'220912106,0,0,0,0,0,,,PARKWAY EL,N,N,TARRANT,'220,D,CROWLEY ISD,'220912,'PK - 04,E,'11
'220912107,1,1,0,0,0,,,OAKMONT EL,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'PK - 04,E,'11
'220912108,0,0,0,0,0,,,DALLAS PARK EL,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'PK - 04,E,'11
'220912109,0,0,0,0,0,,,J A HARGRAVE EL,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'EE - 04,E,'11
'220912110,0,0,0,0,0,,,SIDNEY H POYNTER,N,N,TARRANT,'220,D,CROWLEY ISD,'220912,'PK - 04,E,'11
'220912111,0,1,0,0,1,0,,SUE CROUCH INT SCH,N,N,TARRANT,'220,B,CROWLEY ISD,'220912,'05 - 06,M,'11
'220912112,0,0,0,0,0,0,,S H CROWLEY INT,N,N,TARRANT,'220,C,CROWLEY ISD,'220912,'05 - 06,M,'11
'220912113,0,0,0,0,0,0,,DAVID L WALKER INT,N,N,TARRANT,'220,D,CROWLEY ISD,'220912,'05 - 06,M,'11
'220912114,1,0,0,1,1,0,,MARY HARRIS INT,N,N,TARRANT,'220,B,CROWLEY ISD,'220912,'05 - 07,M,'11
'220914001,1,1,1,1,1,0,1,KENNEDALE H S,N,N,TARRANT,'220,B,KENNEDALE ISD,'220914,'09 - 12,S,'11
'220914004,,,,,,,,TARRANT CO J J A E P,N,N,TARRANT,'220,Not Rated,KENNEDALE ISD,'220914,'09 - 10,S,'11
'220914041,0,0,0,0,0,1,0,KENNEDALE J H,N,N,TARRANT,'220,B,KENNEDALE ISD,'220914,'07 - 08,M,'11
'220914101,0,0,0,0,0,0,,JAMES A ARTHUR INT,N,N,TARRANT,'220,B,KENNEDALE ISD,'220914,'05 - 06,M,'11
'220914102,1,1,1,0,1,,,JAMES F DELANEY EL,N,N,TARRANT,'220,B,KENNEDALE ISD,'220914,'EE - 04,E,'11
'220914103,1,0,0,0,0,,,R F PATTERSON EL,N,N,TARRANT,'220,C,KENNEDALE ISD,'220914,'KG - 04,E,'11
'220915001,0,0,0,0,0,0,0,AZLE H S,N,N,TARRANT,'220,B,AZLE ISD,'220915,'09 - 12,S,'11
'220915003,,,,,,,,AZLE HORNET ACADEMY,Y,N,TARRANT,'220,A,AZLE ISD,'220915,'09 - 12,S,'11
'220915041,0,0,0,1,0,0,0,AZLE J H SOUTH,N,N,TARRANT,'220,B,AZLE ISD,'220915,'07 - 08,M,'11
'220915042,0,0,0,0,0,0,1,SANTO FORTE J H,N,N,TARRANT,'220,C,AZLE ISD,'220915,'07 - 08,M,'11
'220915102,1,0,0,1,0,,,EAGLE HEIGHTS EL,N,N,TARRANT,'220,B,AZLE ISD,'220915,'KG - 04,E,'11
'220915103,0,0,0,0,0,,,WALNUT CREEK EL,N,N,TARRANT,'220,C,AZLE ISD,'220915,'KG - 04,E,'11
'220915104,0,0,0,0,0,0,,AZLE EL,N,N,TARRANT,'220,C,AZLE ISD,'220915,'05 - 06,M,'11
'220915105,0,0,0,0,0,,,LIBERTY EL,N,N,TARRANT,'220,C,AZLE ISD,'220915,'EE - 04,E,'11
'220915106,0,0,0,0,0,,,SILVER CREEK EL,N,N,TARRANT,'220,D,AZLE ISD,'220915,'EE - 04,E,'11
'220915107,1,0,0,0,0,0,,W E HOOVER EL,N,N,TARRANT,'220,B,AZLE ISD,'220915,'05 - 06,M,'11
'220915108,0,0,0,0,0,,,CROSS TIMBERS EL,N,N,TARRANT,'220,C,AZLE ISD,'220915,'EE - 04,E,'11
'220916001,1,1,1,0,1,1,1,BELL H S,N,N,TARRANT,'220,A,HURST-EULESS-BEDFORD ISD,'220916,'10 - 12,S,'11
'220916002,0,1,1,0,1,1,1,TRINITY H S,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'10 - 12,S,'11
'220916004,,,,,,,,ALTER ED PROG,N,N,TARRANT,'220,Not Rated,HURST-EULESS-BEDFORD ISD,'220916,'02 - 12,B,'11
'220916005,,,,,,,,KEYS H S,Y,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'09 - 12,S,'11
'220916007,,,,,,,,TARRANT CO J J A E P,N,N,TARRANT,'220,Not Rated,HURST-EULESS-BEDFORD ISD,'220916,'10 - 10,S,'11
'220916041,1,1,1,1,1,0,1,CENTRAL J H,N,N,TARRANT,'220,A,HURST-EULESS-BEDFORD ISD,'220916,'07 - 09,M,'11
'220916042,1,1,1,1,1,1,1,EULESS J H,N,N,TARRANT,'220,A,HURST-EULESS-BEDFORD ISD,'220916,'07 - 09,M,'11
'220916043,1,1,1,1,1,1,1,HURST J H,N,N,TARRANT,'220,A,HURST-EULESS-BEDFORD ISD,'220916,'07 - 09,M,'11
'220916044,1,1,1,1,1,1,1,BEDFORD J H,N,N,TARRANT,'220,A,HURST-EULESS-BEDFORD ISD,'220916,'07 - 09,M,'11
'220916045,1,1,1,1,1,1,1,HARWOOD J H,N,N,TARRANT,'220,A,HURST-EULESS-BEDFORD ISD,'220916,'07 - 09,M,'11
'220916102,1,1,0,0,0,0,,BELLAIRE EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'PK - 06,E,'11
'220916103,0,0,1,0,0,0,,HARRISON LANE EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'EE - 06,E,'11
'220916105,0,1,0,0,0,0,,NORTH EULESS EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'PK - 06,E,'11
'220916106,0,1,1,0,1,1,,OAKWOOD TERRACE EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'EE - 06,E,'11
'220916107,0,1,1,0,0,1,,SHADY OAKS EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'PK - 06,E,'11
'220916108,1,1,1,1,1,1,,SOUTH EULESS EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'PK - 06,E,'11
'220916110,0,0,1,0,0,1,,STONEGATE EL,N,N,TARRANT,'220,C,HURST-EULESS-BEDFORD ISD,'220916,'PK - 06,E,'11
'220916111,1,1,1,1,0,1,,WEST HURST EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'EE - 06,E,'11
'220916112,1,1,1,1,1,0,,WILSHIRE EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'PK - 06,E,'11
'220916113,0,0,0,0,0,0,,DONNA PARK,N,N,TARRANT,'220,C,HURST-EULESS-BEDFORD ISD,'220916,'EE - 06,E,'11
'220916114,0,1,1,0,0,0,,MIDWAY PARK EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'EE - 06,E,'11
'220916115,0,0,1,0,1,1,,HURST HILLS EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'KG - 06,E,'11
'220916116,1,0,0,0,0,0,,BELL MANOR EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'EE - 06,E,'11
'220916117,0,0,1,0,0,0,,SHADY BROOK EL,N,N,TARRANT,'220,C,HURST-EULESS-BEDFORD ISD,'220916,'KG - 06,E,'11
'220916118,0,0,0,0,0,1,,LAKEWOOD EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'KG - 06,E,'11
'220916119,0,0,0,0,0,0,,BEDFORD HEIGHTS EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'KG - 06,E,'11
'220916121,0,0,0,0,0,0,,SPRING GARDEN EL,N,N,TARRANT,'220,C,HURST-EULESS-BEDFORD ISD,'220916,'EE - 06,E,'11
'220916122,0,0,0,0,0,1,,MEADOW CREEK EL,N,N,TARRANT,'220,A,HURST-EULESS-BEDFORD ISD,'220916,'PK - 06,E,'11
'220916123,1,1,1,1,1,0,,RIVER TRAILS EL,N,N,TARRANT,'220,A,HURST-EULESS-BEDFORD ISD,'220916,'KG - 06,E,'11
'220916125,0,0,0,0,0,0,,VIRIDIAN EL,N,N,TARRANT,'220,B,HURST-EULESS-BEDFORD ISD,'220916,'PK - 06,E,'11
'220917001,1,1,1,0,1,0,1,CASTLEBERRY H S,N,N,TARRANT,'220,B,CASTLEBERRY ISD,'220917,'09 - 12,S,'11
'220917003,,,,,,,,REACH H S,Y,N,TARRANT,'220,B,CASTLEBERRY ISD,'220917,'09 - 12,S,'11
'220917004,,,,,,,,T R U C E LEARNING CTR,N,N,TARRANT,'220,Not Rated,CASTLEBERRY ISD,'220917,'06 - 10,B,'11
'220917041,0,0,0,0,1,0,0,MARSH MIDDLE,N,N,TARRANT,'220,C,CASTLEBERRY ISD,'220917,'06 - 08,M,'11
'220917101,0,0,0,0,1,0,,A V CATO EL,N,N,TARRANT,'220,C,CASTLEBERRY ISD,'220917,'EE - 05,E,'11
'220917102,0,0,0,0,0,0,,CASTLEBERRY EL,N,N,TARRANT,'220,C,CASTLEBERRY ISD,'220917,'PK - 05,E,'11
'220917104,0,0,0,0,0,0,,JOY JAMES EL,N,N,TARRANT,'220,C,CASTLEBERRY ISD,'220917,'EE - 05,E,'11
'220918001,0,0,0,0,0,0,0,BOSWELL H S,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'09 - 12,S,'11
'220918002,,,,,,,,ELMER C WATSON H S,Y,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'09 - 12,S,'11
'220918003,,,,,,,,ALTER DISCIPLINE CAMPUS,N,N,TARRANT,'220,Not Rated,EAGLE MT-SAGINAW ISD,'220918,'06 - 12,B,'11
'220918004,0,0,0,1,0,0,0,SAGINAW H S,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'09 - 12,S,'11
'220918005,,,,,,,,WELDON HAFLEY DEVELOPMENT CTR,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'EE - PK,E,'11
'220918006,0,0,0,0,1,0,0,CHISHOLM TRAIL H S,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'09 - 12,S,'11
'220918007,,,,,,,,TARRANT CO J J A E P,N,N,TARRANT,'220,Not Rated,EAGLE MT-SAGINAW ISD,'220918,'11 - 11,S,'11
'220918041,0,0,0,0,0,0,0,WAYSIDE MIDDLE,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'06 - 08,M,'11
'220918042,1,1,1,1,1,1,1,HIGHLAND MIDDLE,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'06 - 08,M,'11
'220918043,1,1,1,1,1,0,1,CREEKVIEW MIDDLE,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'06 - 08,M,'11
'220918044,0,0,0,0,0,0,0,PRAIRIE VISTA,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'06 - 08,M,'11
'220918045,0,0,0,0,0,0,0,ED WILLKIE MIDDLE,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'06 - 08,M,'11
'220918101,0,0,0,0,0,0,,L A GILILLAND EL,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918102,0,0,0,1,0,0,,EAGLE MOUNTAIN EL,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918103,1,1,0,1,0,1,,SAGINAW EL,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918104,0,0,0,0,0,0,,BRYSON EL,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918105,1,0,0,1,0,1,,ELKINS EL,N,N,TARRANT,'220,B,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918106,0,0,0,0,0,0,,HIGH COUNTRY EL,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
'220918107,0,1,0,0,0,0,,REMINGTON POINT EL,N,N,TARRANT,'220,C,EAGLE MT-SAGINAW ISD,'220918,'KG - 05,E,'11
