CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,REGION
'014803004,0,1,0,1,0,0,0,CEDAR PARK CHARTER ACADEMY,N,Y,BELL,'014,B,PRIORITY CHARTER SCHOOLS,'014803,'PK - 12,B,'12
'014803101,0,1,1,0,0,0,0,TEMPLE CHARTER ACADEMY,N,Y,BELL,'014,C,PRIORITY CHARTER SCHOOLS,'014803,'PK - 12,B,'12
'014804002,,,,,,,,NEW HORIZONS,Y,Y,BELL,'014,Not Rated,ORENDA CHARTER SCHOOL,'014804,'02 - 10,B,'12
'014804005,,,,,,,,GATEWAY TECH H S,Y,Y,BELL,'014,A,ORENDA CHARTER SCHOOL,'014804,'09 - 12,S,'12
'014804006,0,0,0,0,1,1,1,GATEWAY COLLEGE PREPARATORY SCHOOL,N,Y,BELL,'014,A,ORENDA CHARTER SCHOOL,'014804,'KG - 12,B,'12
'014804007,0,0,0,0,0,1,,NOLAN CREEK SCHOOL,N,Y,BELL,'014,D,ORENDA CHARTER SCHOOL,'014804,'KG - 06,E,'12
'014804008,0,0,0,0,0,0,1,KINGSLAND SCHOOL,N,Y,BELL,'014,D,ORENDA CHARTER SCHOOL,'014804,'KG - 08,E,'12
'014901001,0,0,0,0,1,1,0,ACADEMY H S,N,N,BELL,'014,B,ACADEMY ISD,'014901,'09 - 12,S,'12
'014901041,0,0,1,0,0,1,1,ACADEMY J H,N,N,BELL,'014,B,ACADEMY ISD,'014901,'06 - 08,M,'12
'014901101,1,0,0,1,0,1,,ACADEMY INT,N,N,BELL,'014,B,ACADEMY ISD,'014901,'03 - 05,E,'12
'014901102,,,,,,,,ACADEMY EL,N,N,BELL,'014,B,ACADEMY ISD,'014901,'EE - 02,E,'12
'014902001,0,0,0,0,0,1,0,BARTLETT SCHOOLS,N,N,BELL,'014,C,BARTLETT ISD,'014902,'PK - 12,B,'13
'014903001,0,0,0,0,0,0,0,BELTON H S,N,N,BELL,'014,B,BELTON ISD,'014903,'09 - 12,S,'12
'014903005,0,0,0,0,0,1,0,BELTON NEW TECH H S AT WASKOW,N,N,BELL,'014,A,BELTON ISD,'014903,'09 - 12,S,'12
'014903043,0,0,0,0,0,0,0,LAKE BELTON MIDDLE,N,N,BELL,'014,C,BELTON ISD,'014903,'06 - 08,M,'12
'014903044,0,0,0,0,0,0,1,SOUTH BELTON MIDDLE,N,N,BELL,'014,C,BELTON ISD,'014903,'06 - 08,M,'12
'014903045,0,0,0,0,0,0,0,NORTH BELTON MIDDLE,N,N,BELL,'014,B,BELTON ISD,'014903,'06 - 08,M,'12
'014903102,0,0,0,0,0,1,,LEON HEIGHTS EL,N,N,BELL,'014,C,BELTON ISD,'014903,'KG - 05,E,'12
'014903103,0,0,0,0,1,0,,MILLER HEIGHTS EL,N,N,BELL,'014,C,BELTON ISD,'014903,'KG - 05,E,'12
'014903104,0,0,0,0,0,0,,SOUTHWEST EL,N,N,BELL,'014,D,BELTON ISD,'014903,'KG - 05,E,'12
'014903108,0,1,1,1,1,1,,LAKEWOOD EL,N,N,BELL,'014,A,BELTON ISD,'014903,'KG - 05,E,'12
'014903109,0,0,1,1,0,1,,SPARTA EL,N,N,BELL,'014,B,BELTON ISD,'014903,'KG - 05,E,'12
'014903111,0,0,0,0,0,0,,JOE M PIRTLE EL,N,N,BELL,'014,B,BELTON ISD,'014903,'KG - 05,E,'12
'014903116,0,1,1,0,1,1,,TARVER EL,N,N,BELL,'014,B,BELTON ISD,'014903,'KG - 05,E,'12
'014903117,1,0,0,0,0,1,,HIGH POINT EL,N,N,BELL,'014,B,BELTON ISD,'014903,'KG - 05,E,'12
'014903118,0,0,0,0,0,0,,CHISHOLM TRAIL EL,N,N,BELL,'014,C,BELTON ISD,'014903,'KG - 05,E,'12
'014903119,,,,,,,,BELTON EARLY CHILDHOOD SCHOOL,N,N,BELL,'014,B,BELTON ISD,'014903,'EE - PK,E,'12
'014905001,1,1,1,0,1,1,1,HOLLAND H S,N,N,BELL,'014,A,HOLLAND ISD,'014905,'09 - 12,S,'12
'014905041,1,1,1,1,0,1,0,HOLLAND MIDDLE,N,N,BELL,'014,A,HOLLAND ISD,'014905,'06 - 08,M,'12
'014905101,1,1,1,0,0,0,,HOLLAND EL,N,N,BELL,'014,B,HOLLAND ISD,'014905,'EE - 05,E,'12
'014906001,0,0,1,0,0,0,0,KILLEEN H S,N,N,BELL,'014,B,KILLEEN ISD,'014906,'09 - 12,S,'12
'014906002,0,0,0,0,0,0,0,C E ELLISON H S,N,N,BELL,'014,B,KILLEEN ISD,'014906,'09 - 12,S,'12
'014906004,,,,,,,,GATEWAY H S,N,N,BELL,'014,Not Rated,KILLEEN ISD,'014906,'09 - 12,S,'12
'014906006,,,,,,,,PATHWAYS ACADEMIC CAMPUS,Y,N,BELL,'014,B,KILLEEN ISD,'014906,'09 - 12,S,'12
'014906007,0,0,0,0,0,0,0,HARKER HEIGHTS H S,N,N,BELL,'014,B,KILLEEN ISD,'014906,'09 - 12,S,'12
'014906008,0,0,0,0,0,0,0,ROBERT M SHOEMAKER H S,N,N,BELL,'014,C,KILLEEN ISD,'014906,'09 - 12,S,'12
'014906009,,,,,,,,GATEWAY MIDDLE,N,N,BELL,'014,Not Rated,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906013,0,0,0,0,0,0,0,KILLEEN ISD EARLY COLLEGE H S,N,N,BELL,'014,A,KILLEEN ISD,'014906,'09 - 12,S,'12
'014906022,,,,,,,,METROPLEX SCHOOL,N,N,BELL,'014,Not Rated,KILLEEN ISD,'014906,'KG - 12,B,'12
'014906026,,,,,,,,KILLEEN JJAEP,N,N,BELL,'014,Not Rated,KILLEEN ISD,'014906,'11 - 11,S,'12
'014906042,0,0,1,0,0,0,0,NOLAN MIDDLE,N,N,BELL,'014,C,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906043,0,0,0,1,0,0,0,RANCIER MIDDLE,N,N,BELL,'014,C,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906044,0,0,0,0,0,0,0,MANOR MIDDLE,N,N,BELL,'014,D,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906046,1,0,1,1,0,0,0,EASTERN HILLS MIDDLE,N,N,BELL,'014,C,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906048,0,0,0,0,0,0,0,PALO ALTO MIDDLE,N,N,BELL,'014,F,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906049,0,0,0,0,0,0,0,LIBERTY HILL MIDDLE,N,N,BELL,'014,C,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906050,0,0,0,1,0,0,0,LIVE OAK RIDGE MIDDLE,N,N,BELL,'014,D,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906051,1,1,0,1,0,0,0,UNION GROVE MIDDLE,N,N,BELL,'014,A,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906052,1,1,1,1,0,1,0,AUDIE MURPHY MIDDLE,N,N,BELL,'014,B,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906053,0,1,0,0,0,0,0,CHARLES E PATTERSON MIDDLE,N,N,BELL,'014,C,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906054,0,0,0,0,0,0,0,ROY J SMITH MIDDLE,N,N,BELL,'014,B,KILLEEN ISD,'014906,'06 - 08,M,'12
'014906100,,,,,,,,EL ALTER LEARNING CENTER,N,N,BELL,'014,Not Rated,KILLEEN ISD,'014906,'01 - 05,E,'12
'014906102,1,1,1,0,1,1,,CLIFTON PARK EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906103,0,0,0,0,0,1,,EAST WARD EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906105,1,1,1,1,0,0,,HARKER HEIGHTS EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906108,0,0,0,0,0,0,,MEADOWS EL,N,N,BELL,'014,D,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906109,0,0,0,0,0,0,,PEEBLES EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906110,0,0,0,0,0,0,,PERSHING PARK EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906111,0,0,0,0,0,0,,SUGAR LOAF EL,N,N,BELL,'014,D,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906112,0,0,0,0,0,0,,WEST WARD EL,N,N,BELL,'014,F,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906113,0,0,0,0,0,0,,BELLAIRE EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906115,0,0,1,0,0,0,,NOLANVILLE EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'EE - 05,E,'12
'014906116,1,1,1,,1,,,CLARKE EL,N,N,BELL,'014,A,KILLEEN ISD,'014906,'PK - 03,E,'12
'014906119,0,0,0,0,0,0,,HAY BRANCH EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906120,0,0,0,0,0,0,,WILLOW SPRINGS EL,N,N,BELL,'014,D,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906121,0,0,0,0,0,0,,MOUNTAIN VIEW EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'EE - 05,E,'12
'014906122,0,0,1,0,0,0,,REECES CREEK EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906123,1,1,1,1,1,1,,CLEAR CREEK EL,N,N,BELL,'014,A,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906124,1,1,1,1,1,0,,CEDAR VALLEY EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906125,0,0,0,1,0,0,,BROOKHAVEN EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'EE - 05,E,'12
'014906126,1,1,1,1,1,1,,VENABLE VILLAGE EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'EE - 05,E,'12
'014906127,0,0,0,0,0,0,,TRIMMIER EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'EE - 05,E,'12
'014906128,1,1,1,0,1,0,,MONTAGUE VILLAGE EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906129,0,0,0,0,0,0,,MAXDALE EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'EE - 05,E,'12
'014906130,1,1,1,1,1,1,,IRA CROSS JR EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906131,0,0,0,0,0,0,,IDUMA EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906132,0,0,0,,1,,,OVETA CULP HOBBY EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'EE - 03,E,'12
'014906133,0,0,0,1,0,0,,TIMBER RIDGE EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906135,1,0,1,1,1,0,,SAEGERT EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'EE - 05,E,'12
'014906136,0,0,0,0,0,0,,SKIPCHA EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906137,1,0,0,0,0,0,,RICHARD E CAVAZOS EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'EE - 05,E,'12
'014906138,0,0,0,0,0,0,,HAYNES EL,N,N,BELL,'014,C,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906139,0,0,0,0,0,0,,DR JOSEPH A FOWLER EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'PK - 05,E,'12
'014906140,1,0,1,1,0,0,,ALICE W DOUSE EL,N,N,BELL,'014,B,KILLEEN ISD,'014906,'PK - 05,E,'12
'014907001,1,0,0,0,1,1,1,ROGERS H S,N,N,BELL,'014,B,ROGERS ISD,'014907,'09 - 12,S,'12
'014907041,1,1,0,1,1,1,0,ROGERS MIDDLE,N,N,BELL,'014,B,ROGERS ISD,'014907,'06 - 08,M,'12
'014907043,,,,,,,,BELL COUNTY DAEP,N,N,BELL,'014,Not Rated,ROGERS ISD,'014907,'09 - 09,S,'12
'014907102,0,0,0,1,1,0,,ROGERS EL,N,N,BELL,'014,B,ROGERS ISD,'014907,'EE - 05,E,'12
'014908001,0,0,0,0,0,1,0,SALADO H S,N,N,BELL,'014,B,SALADO ISD,'014908,'09 - 12,S,'12
'014908005,,,,,,,,BELL COUNTY DAEP,N,N,BELL,'014,Not Rated,SALADO ISD,'014908,'09 - 09,S,'12
'014908042,0,0,0,0,0,0,0,SALADO J H,N,N,BELL,'014,B,SALADO ISD,'014908,'06 - 08,M,'12
'014908102,0,0,0,0,0,0,,THOMAS ARNOLD EL,N,N,BELL,'014,B,SALADO ISD,'014908,'EE - 05,E,'12
'014909002,0,0,0,0,0,0,0,TEMPLE H S,N,N,BELL,'014,B,TEMPLE ISD,'014909,'09 - 12,S,'12
'014909005,,,,,,,,WHEATLEY ALTERNATIVE EDUCATION CEN,N,N,BELL,'014,Not Rated,TEMPLE ISD,'014909,'05 - 11,B,'12
'014909008,,,,,,,,FRED W EDWARDS ACADEMY AEC,Y,N,BELL,'014,C,TEMPLE ISD,'014909,'09 - 12,S,'12
'014909041,0,0,0,0,0,0,0,LAMAR MIDDLE,N,N,BELL,'014,D,TEMPLE ISD,'014909,'06 - 08,M,'12
'014909042,0,0,0,0,0,0,0,TRAVIS SCIENCE ACADEMY,N,N,BELL,'014,D,TEMPLE ISD,'014909,'06 - 08,M,'12
'014909044,0,0,1,1,0,0,1,BONHAM MIDDLE,N,N,BELL,'014,C,TEMPLE ISD,'014909,'06 - 08,M,'12
'014909101,,,,,,,,MERIDITH-DUNBAR EARLY CHILDHOOD AC,N,N,BELL,'014,B,TEMPLE ISD,'014909,'EE - PK,E,'12
'014909102,0,0,0,0,1,0,,CATER EL,N,N,BELL,'014,C,TEMPLE ISD,'014909,'KG - 05,E,'12
'014909107,1,0,1,0,0,0,,JEFFERSON EL,N,N,BELL,'014,B,TEMPLE ISD,'014909,'KG - 05,E,'12
'014909110,0,0,0,0,0,1,,SCOTT EL,N,N,BELL,'014,C,TEMPLE ISD,'014909,'KG - 05,E,'12
'014909111,0,0,0,0,0,1,,THORNTON EL,N,N,BELL,'014,D,TEMPLE ISD,'014909,'KG - 05,E,'12
'014909114,0,0,0,1,0,1,,WESTERN HILLS EL,N,N,BELL,'014,B,TEMPLE ISD,'014909,'KG - 05,E,'12
'014909116,0,0,0,1,0,0,,RAYE-ALLEN EL,N,N,BELL,'014,B,TEMPLE ISD,'014909,'EE - 05,E,'12
'014909117,0,0,1,0,1,0,,KENNEDY-POWELL EL,N,N,BELL,'014,B,TEMPLE ISD,'014909,'KG - 05,E,'12
'014909118,1,0,0,1,0,0,,HECTOR P GARCIA EL,N,N,BELL,'014,B,TEMPLE ISD,'014909,'KG - 05,E,'12
'014910001,1,0,1,1,0,1,0,TROY H S,N,N,BELL,'014,A,TROY ISD,'014910,'09 - 12,S,'12
'014910041,0,1,0,0,0,1,0,RAYMOND MAYS MIDDLE,N,N,BELL,'014,B,TROY ISD,'014910,'06 - 08,M,'12
'014910101,0,0,0,1,0,0,,TROY EL,N,N,BELL,'014,B,TROY ISD,'014910,'02 - 05,E,'12
'014910103,,,,,,,,EDNA BIGHAM MAYS EL,N,N,BELL,'014,B,TROY ISD,'014910,'EE - 01,E,'12
'015801001,,,,,,,,POR VIDA ACADEMY CHARTER H S,Y,Y,BEXAR,'015,C,POR VIDA ACADEMY,'015801,'09 - 12,S,'20
'015801002,,0,0,0,0,0,0,CORPUS CHRISTI COLLEGE PREP H S,N,Y,BEXAR,'015,C,POR VIDA ACADEMY,'015801,'09 - 12,S,'20
'015801003,,,,,,,,CESAR E CHAVEZ ACADEMY,Y,Y,BEXAR,'015,F,POR VIDA ACADEMY,'015801,'09 - 12,S,'20
'015802001,,,,,,,,GEORGE GERVIN ACADEMY,N,Y,BEXAR,'015,Data Integrity Issues,GEORGE GERVIN ACADEMY,'015802,'PK - 12,B,'20
'015802004,,,,,,,,RUTH JONES MCCLENDON MIDDLE,Y,Y,BEXAR,'015,B,GEORGE GERVIN ACADEMY,'015802,'06 - 12,B,'20
'015805001,0,0,0,0,0,0,0,FRANK L MADLA EARLY COLLEGE H S,N,Y,BEXAR,'015,A,NEW FRONTIERS PUBLIC SCHOOLS INC,'015805,'09 - 12,S,'20
'015805041,0,0,0,0,0,0,0,FRANK L MADLA ACCELERATED COLLEGIA,N,Y,BEXAR,'015,C,NEW FRONTIERS PUBLIC SCHOOLS INC,'015805,'PK - 08,E,'20
'015806003,1,0,0,0,0,1,0,MILTON B LEE ACADEMY OF SCIENCE &,N,Y,BEXAR,'015,B,SCHOOL OF EXCELLENCE IN EDUCATION,'015806,'09 - 12,S,'20
'015806041,0,0,0,0,0,0,0,DR PAUL S SAENZ J H,N,Y,BEXAR,'015,C,SCHOOL OF EXCELLENCE IN EDUCATION,'015806,'07 - 08,M,'20
'015806101,0,0,0,0,0,0,,DR HARMON W KELLEY EL,N,Y,BEXAR,'015,C,SCHOOL OF EXCELLENCE IN EDUCATION,'015806,'PK - 06,E,'20
'015806106,0,0,0,0,0,0,,DR DAVID C WALKER EL,N,Y,BEXAR,'015,F,SCHOOL OF EXCELLENCE IN EDUCATION,'015806,'PK - 06,E,'20
'015807001,0,0,0,0,0,0,,SOUTHWEST PREPARATORY SCHOOL,N,Y,BEXAR,'015,F,SOUTHWEST PREPARATORY SCHOOL,'015807,'PK - 05,E,'20
'015807002,0,0,0,0,0,0,0,SOUTHWEST PREPARATORY SOUTHEAST CA,N,Y,BEXAR,'015,C,SOUTHWEST PREPARATORY SCHOOL,'015807,'PK - 12,B,'20
'015807004,,,,,,,,SOUTHWEST PREPARATORY SCHOOL-NORTH,Y,Y,BEXAR,'015,A,SOUTHWEST PREPARATORY SCHOOL,'015807,'06 - 12,B,'20
'015807005,,,,,,,,NEW DIRECTIONS,Y,Y,BEXAR,'015,B,SOUTHWEST PREPARATORY SCHOOL,'015807,'06 - 12,B,'20
'015807101,0,0,0,0,0,0,,SOUTHWEST PREP NORTHWEST EL,N,Y,BEXAR,'015,F,SOUTHWEST PREPARATORY SCHOOL,'015807,'PK - 05,E,'20
'015807102,0,0,0,0,0,0,,SEGUIN EL,N,Y,BEXAR,'015,F,SOUTHWEST PREPARATORY SCHOOL,'015807,'PK - 07,E,'20
'015808001,,,,,,,,JHW INSPIRE ACADEMY - AFTON OAKS,Y,Y,BEXAR,'015,Not Rated,INSPIRE ACADEMIES,'015808,'06 - 12,B,'20
'015808003,,,,,,,,JHW INSPIRE ACADEMY - HAYS COUNTY,Y,Y,BEXAR,'015,Not Rated,INSPIRE ACADEMIES,'015808,'06 - 12,B,'20
'015808007,,,,,,,,JHW INSPIRE ACADEMY - ROCKDALE,Y,Y,BEXAR,'015,Not Rated,INSPIRE ACADEMIES,'015808,'07 - 11,S,'20
'015808009,0,0,0,0,0,0,0,ANNE FRANK INSPIRE ACADEMY,N,Y,BEXAR,'015,C,INSPIRE ACADEMIES,'015808,'KG - 12,B,'20
'015808010,,,,,,,,JHW INSPIRE ACADEMY - MERIDELL,Y,Y,BEXAR,'015,Not Rated,INSPIRE ACADEMIES,'015808,'05 - 12,B,'20
'015808011,,,,,,,,JHW INSPIRE ACADEMY - WILLIAMS HOU,Y,Y,BEXAR,'015,Not Rated,INSPIRE ACADEMIES,'015808,'01 - 11,B,'20
'015808012,,,,,,,,JHW INSPIRE ACADEMY - LEGACY RANCH,N,Y,BEXAR,'015,Not Rated,INSPIRE ACADEMIES,'015808,'KG - 10,B,'20
'015808014,,,,,,,,JHW INSPIRE ACADEMY - BELL COUNTY,Y,Y,BEXAR,'015,Not Rated,INSPIRE ACADEMIES,'015808,'07 - 11,S,'20
'015809101,0,0,0,0,0,0,0,BEXAR COUNTY ACADEMY,N,Y,BEXAR,'015,D,BEXAR COUNTY ACADEMY,'015809,'PK - 08,E,'20
'015814001,,,,,,,,POSITIVE SOLUTIONS CHARTER,Y,Y,BEXAR,'015,D,POSITIVE SOLUTIONS CHARTER SCHOOL,'015814,'09 - 12,S,'20
'015815001,0,0,0,0,0,,,HERITAGE ACADEMY OF WINDCREST,N,Y,BEXAR,'015,F,HERITAGE ACADEMY,'015815,'PK - 04,E,'20
'015815041,,,,,,,,HERITAGE ACADEMY OF DEL RIO,Y,Y,BEXAR,'015,A,HERITAGE ACADEMY,'015815,'09 - 12,S,'20
'015815042,,,,,,,,HERITAGE ACADEMY OF DEL RIO MIDDLE,Y,Y,BEXAR,'015,A,HERITAGE ACADEMY,'015815,'04 - 08,M,'20
'015815101,,,,,,,,HERITAGE ACADEMY,Y,Y,BEXAR,'015,A,HERITAGE ACADEMY,'015815,'07 - 08,M,'20
'015815104,,,,,,,,HERITAGE ACADEMY OF SAN ANTONIO,Y,Y,BEXAR,'015,A,HERITAGE ACADEMY,'015815,'05 - 06,M,'20
'015822001,0,0,0,0,0,0,0,JUBILEE SAN ANTONIO,N,Y,BEXAR,'015,D,JUBILEE ACADEMIES,'015822,'KG - 12,B,'20
'015822002,0,0,0,0,0,0,0,JUBILEE HIGHLAND HILLS,N,Y,BEXAR,'015,F,JUBILEE ACADEMIES,'015822,'PK - 08,E,'20
'015822004,0,0,0,0,0,0,0,JUBILEE - LAKE VIEW UNIVERSITY PRE,N,Y,BEXAR,'015,F,JUBILEE ACADEMIES,'015822,'PK - 12,B,'20
'015822005,0,0,0,0,0,0,0,JUBILEE HIGHLAND PARK,N,Y,BEXAR,'015,C,JUBILEE ACADEMIES,'015822,'PK - 08,E,'20
'015822006,0,0,0,0,0,0,0,JUBILEE KINGSVILLE,N,Y,BEXAR,'015,C,JUBILEE ACADEMIES,'015822,'PK - 08,E,'20
'015822007,1,0,1,1,0,1,,JUBILEE LIVING WAY,N,Y,BEXAR,'015,A,JUBILEE ACADEMIES,'015822,'PK - 05,E,'20
'015822008,0,0,0,0,0,0,,JUBILEE HARLINGEN,N,Y,BEXAR,'015,C,JUBILEE ACADEMIES,'015822,'PK - 07,E,'20
'015822009,0,0,0,0,0,0,0,JUBILEE WELLS BRANCH,N,Y,BEXAR,'015,D,JUBILEE ACADEMIES,'015822,'PK - 09,B,'20
'015822010,0,1,1,0,0,1,1,JUBILEE BROWNSVILLE,N,Y,BEXAR,'015,B,JUBILEE ACADEMIES,'015822,'PK - 12,B,'20
'015822011,0,0,0,0,0,0,,JUBILEE LEADERSHIP ACADEMY,N,Y,BEXAR,'015,F,JUBILEE ACADEMIES,'015822,'PK - 06,E,'20
'015825001,0,0,0,0,0,0,0,LIGHTHOUSE CHARTER SCHOOL - B CAMP,N,Y,BEXAR,'015,C,LIGHTHOUSE CHARTER SCHOOL,'015825,'02 - 08,E,'20
'015825101,,,,,,,,LIGHTHOUSE CHARTER SCHOOL,N,Y,BEXAR,'015,Not Rated,LIGHTHOUSE CHARTER SCHOOL,'015825,'PK - 01,E,'20
'015827001,0,0,1,0,1,0,1,SCHOOL OF SCIENCE AND TECHNOLOGY,N,Y,BEXAR,'015,A,SCHOOL OF SCIENCE AND TECHNOLOGY,'015827,'06 - 12,B,'20
'015827002,1,1,1,1,0,1,0,SCHOOL OF SCIENCE AND TECHNOLOGY -,N,Y,BEXAR,'015,A,SCHOOL OF SCIENCE AND TECHNOLOGY,'015827,'KG - 08,E,'20
'015827003,0,0,0,0,0,0,0,SCHOOL OF SCIENCE AND TECHNOLOGY H,N,Y,BEXAR,'015,D,SCHOOL OF SCIENCE AND TECHNOLOGY,'015827,'PK - 08,E,'20
'015827004,0,0,0,0,0,0,,SCHOOL OF SCIENCE AND TECHNOLOGY E,N,Y,BEXAR,'015,F,SCHOOL OF SCIENCE AND TECHNOLOGY,'015827,'PK - 06,E,'20
'015828001,0,0,1,0,0,0,0,HARMONY SCIENCE ACAD (SAN ANTONIO),N,Y,BEXAR,'015,B,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'06 - 12,B,'20
'015828002,0,0,0,0,0,0,0,HARMONY SCHOOL OF INNOVATION - SAN,N,Y,BEXAR,'015,C,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'PK - 08,E,'20
'015828003,0,1,1,1,1,0,1,HARMONY SCIENCE ACADEMY - LAREDO,N,Y,BEXAR,'015,B,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'06 - 08,M,'20
'015828004,0,0,0,0,0,0,,HARMONY SCHOOL OF INNOVATION - LAR,N,Y,BEXAR,'015,B,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'KG - 05,E,'20
'015828005,0,0,0,0,0,1,,HARMONY SCIENCE ACADEMY - BROWNSVI,N,Y,BEXAR,'015,C,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'PK - 08,E,'20
'015828006,0,0,0,0,1,0,,HARMONY SCHOOL OF EXCELLENCE - SAN,N,Y,BEXAR,'015,C,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'PK - 05,E,'20
'015828007,0,0,1,0,0,0,0,HARMONY SCHOOL OF INNOVATION - BRO,N,Y,BEXAR,'015,A,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'06 - 12,B,'20
'015828008,1,1,1,1,1,1,1,HARMONY SCHOOL OF EXCELLENCE - LAR,N,Y,BEXAR,'015,A,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'09 - 12,S,'20
'015830001,0,0,0,0,0,1,1,BROOKS ACADEMY OF SCIENCE AND ENGI,N,Y,BEXAR,'015,C,BROOKS ACADEMIES OF TEXAS,'015830,'PK - 12,B,'20
'015830101,0,0,0,0,0,0,0,BROOKS COLLEGIATE ACADEMY,N,Y,BEXAR,'015,C,BROOKS ACADEMIES OF TEXAS,'015830,'PK - 11,B,'20
'015830102,0,0,1,0,1,0,,BROOKS ACADEMY LONESTAR,N,Y,BEXAR,'015,C,BROOKS ACADEMIES OF TEXAS,'015830,'KG - 05,E,'20
'015830103,1,1,1,0,0,1,,BROOKS ACADEMY OAKS,N,Y,BEXAR,'015,A,BROOKS ACADEMIES OF TEXAS,'015830,'PK - 05,E,'20
'015831001,1,1,1,0,0,1,0,SCHOOL OF SCIENCE AND TECHNOLOGY D,N,Y,BEXAR,'015,B,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'PK - 08,E,'20
'015831002,1,1,1,0,0,1,0,SCHOOL OF SCIENCE AND TECHNOLOGY C,N,Y,BEXAR,'015,B,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'PK - 12,B,'20
'015831003,1,1,1,1,1,1,1,SCHOOL OF SCIENCE AND TECHNOLOGY A,N,Y,BEXAR,'015,A,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'KG - 08,E,'20
'015831004,1,0,0,0,1,0,,SCHOOL OF SCIENCE AND TECHNOLOGY N,N,Y,BEXAR,'015,A,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'PK - 06,E,'20
'015831005,,0,1,0,1,0,,SCHOOL OF SCIENCE AND TECHNOLOGY S,N,Y,BEXAR,'015,B,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'PK - 06,E,'20
'015833001,0,0,0,0,0,0,1,HENRY FORD ACADEMY ALAMEDA SCHOOL,N,Y,BEXAR,'015,B,HENRY FORD ACADEMY ALAMEDA SCHOOL,'015833,'09 - 12,S,'20
'015834001,0,1,1,1,1,1,1,BASIS SAN ANTONIO- SHAVANO CAMPUS,N,Y,BEXAR,'015,A,BASIS TEXAS,'015834,'06 - 12,B,'20
