CAMPUS,CD003ARE1218R,CD003ARE1219R,CD003ARE1318R,CD003ARE1319R,CD003ARE1S18R,CD003ARE1S19R,CD203ARE1218R,CD203ARE1219R,CD203ARE1318R,CD203ARE1319R,CD203ARE1S18R,CD203ARE1S19R,CD303ARE1218R,CD303ARE1219R,CD303ARE1318R,CD303ARE1319R,CD303ARE1S18R,CD303ARE1S19R,CD403ARE1218R,CD403ARE1219R,CD403ARE1318R,CD403ARE1319R,CD403ARE1S18R,CD403ARE1S19R,CDA03ARE1218R,CDA03ARE1219R,CDA03ARE1318R,CDA03ARE1319R,CDA03ARE1S18R,CDA03ARE1S19R,CDB03ARE1218R,CDB03ARE1219R,CDB03ARE1318R,CDB03ARE1319R,CDB03ARE1S18R,CDB03ARE1S19R,CDE03ARE1218R,CDE03ARE1219R,CDE03ARE1318R,CDE03ARE1319R,CDE03ARE1S18R,CDE03ARE1S19R,CDF03ARE1218R,CDF03ARE1219R,CDF03ARE1318R,CDF03ARE1319R,CDF03ARE1S18R,CDF03ARE1S19R,CDH03ARE1218R,CDH03ARE1219R,CDH03ARE1318R,CDH03ARE1319R,CDH03ARE1S18R,CDH03ARE1S19R,CDI03ARE1218R,CDI03ARE1219R,CDI03ARE1318R,CDI03ARE1319R,CDI03ARE1S18R,CDI03ARE1S19R,CDL03ARE1218R,CDL03ARE1219R,CDL03ARE1318R,CDL03ARE1319R,CDL03ARE1S18R,CDL03ARE1S19R,CDM03ARE1218R,CDM03ARE1219R,CDM03ARE1318R,CDM03ARE1319R,CDM03ARE1S18R,CDM03ARE1S19R,CDR03ARE1218R,CDR03ARE1219R,CDR03ARE1318R,CDR03ARE1319R,CDR03ARE1S18R,CDR03ARE1S19R,CDS03ARE1218R,CDS03ARE1219R,CDS03ARE1318R,CDS03ARE1319R,CDS03ARE1S18R,CDS03ARE1S19R,CDW03ARE1218R,CDW03ARE1219R,CDW03ARE1318R,CDW03ARE1319R,CDW03ARE1S18R,CDW03ARE1S19R,CNC03ARE1218R,CNC03ARE1219R,CNC03ARE1318R,CNC03ARE1319R,CNC03ARE1S18R,CNC03ARE1S19R,CNM03ARE1218R,CNM03ARE1219R,CNM03ARE1318R,CNM03ARE1319R,CNM03ARE1S18R,CNM03ARE1S19R,CNS03ARE1218R,CNS03ARE1219R,CNS03ARE1318R,CNS03ARE1319R,CNS03ARE1S18R,CNS03ARE1S19R
'161914044,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161914048,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161914050,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161914101,27,15,9,0,64,45,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,31,27,16,10,66,56,53,27,20,7,67,60,32,25,17,9,68,57,33,26,15,16,67,55,26,29,14,10,67,54,.,.,.,.,.,.,11,12,0,0,56,41,27,29,18,3,64,58,9,17,2,2,57,49,0,0,0,0,25,20,11,17,11,17,56,67,34,27,17,6,62,57,10,27,10,27,90,55,-1,-1,-1,-1,-1,-1
'161914103,45,41,26,22,79,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,41,20,20,81,73,-1,-1,-1,-1,-1,-1,42,41,20,19,81,73,47,43,29,25,87,76,42,42,20,21,82,74,.,.,.,.,.,.,24,30,16,14,68,66,36,39,11,14,76,70,18,26,8,13,67,63,20,20,0,0,60,20,-1,-1,-1,-1,-1,-1,45,41,21,19,82,74,17,42,17,25,75,67,-1,-1,-1,-1,-1,-1
'161914104,11,11,6,6,50,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,16,4,11,49,48,10,13,5,6,45,50,11,16,5,11,48,48,14,20,5,17,38,50,17,18,4,13,54,50,.,.,.,.,.,.,6,12,6,6,44,53,13,12,4,4,58,46,3,8,3,4,34,41,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,15,19,5,13,51,47,0,0,0,0,33,56,.,.,.,.,.,.
'161914105,33,29,21,6,75,59,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,27,21,16,8,62,55,16,9,8,9,44,41,27,21,17,8,63,55,33,26,20,9,78,54,33,28,22,8,70,63,.,.,.,.,.,.,25,27,10,7,70,60,22,16,13,6,49,55,20,17,11,5,56,51,17,20,0,20,17,40,17,-1,0,-1,67,-1,31,20,18,7,65,54,7,29,7,14,50,57,-1,-1,-1,-1,-1,-1
'161914106,24,16,10,4,57,44,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,24,21,14,8,53,49,7,11,0,0,13,47,23,18,11,7,52,46,32,27,18,10,53,57,28,19,17,9,62,47,.,.,.,.,.,.,22,13,6,4,50,42,16,17,9,6,53,44,14,10,7,3,37,38,17,22,0,11,33,33,38,50,25,25,75,75,26,18,14,7,55,49,17,40,17,10,42,50,.,-1,.,-1,.,-1
'161914107,8,32,0,18,64,64,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,18,22,8,11,52,60,21,8,14,4,39,44,16,21,6,11,52,54,22,20,10,9,46,64,14,24,5,11,56,64,.,-1,.,-1,.,-1,4,29,0,14,61,62,13,24,7,14,58,57,8,18,2,7,37,52,-1,-1,-1,-1,-1,-1,29,50,14,25,71,75,19,24,7,12,54,65,14,0,14,0,36,14,.,-1,.,-1,.,-1
'161914109,17,36,0,36,33,45,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,34,38,9,29,69,65,10,42,0,33,40,50,20,35,4,28,59,60,40,47,15,39,65,67,22,32,5,22,65,68,.,.,.,.,.,.,0,0,0,0,20,14,32,26,7,15,70,63,6,11,0,11,50,39,40,29,0,14,80,57,73,50,27,50,93,67,34,37,10,27,70,64,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'161914110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,19,13,14,6,44,29,22,13,18,7,44,28,19,13,15,7,45,29,23,17,17,6,51,34,14,8,7,8,43,23,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,14,10,11,7,36,24,12,4,8,3,32,18,14,25,14,17,14,42,-1,-1,-1,-1,-1,-1,11,8,11,4,34,18,44,23,25,12,75,50,-1,.,-1,.,-1,.
'161914112,28,29,20,19,60,65,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,25,28,15,19,63,73,20,33,10,33,60,67,22,29,12,20,60,72,26,32,13,24,61,85,23,29,14,18,64,73,.,.,.,.,.,.,28,28,20,17,60,62,24,25,18,16,65,64,22,20,13,11,53,64,-1,-1,-1,-1,-1,-1,50,20,33,20,50,80,24,30,13,20,60,74,33,11,33,11,78,67,.,-1,.,-1,.,-1
'161914116,-1,22,-1,22,-1,56,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,33,26,13,18,69,68,27,22,0,11,55,67,26,16,11,13,66,68,37,30,16,26,74,70,33,10,7,5,73,45,.,.,.,.,.,.,-1,14,-1,14,-1,43,31,22,12,11,65,67,8,13,0,9,48,50,-1,-1,-1,-1,-1,-1,39,33,28,20,78,87,34,26,13,15,72,64,31,27,15,27,62,82,.,-1,.,-1,.,-1
'161914120,22,33,11,0,67,58,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,36,28,8,8,72,55,41,21,6,8,66,50,34,28,7,8,71,56,35,40,13,13,68,56,32,31,9,7,73,55,.,.,.,.,.,.,14,22,0,0,57,44,36,16,3,4,76,54,15,11,2,2,59,38,-1,0,-1,0,-1,0,33,-1,11,-1,89,-1,33,28,4,8,71,56,47,25,20,10,73,50,.,-1,.,-1,.,-1
'161914121,35,53,20,41,90,88,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,27,51,12,33,73,85,7,33,0,17,53,83,27,47,12,31,73,83,30,59,12,32,70,82,37,52,17,35,80,84,.,.,.,.,.,.,20,38,13,23,87,85,22,41,11,35,78,88,22,41,7,26,66,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,50,15,38,77,81,17,57,0,14,58,100,.,.,.,.,.,.
'161914127,15,6,0,0,77,75,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,31,33,13,20,70,71,40,23,0,8,70,46,23,26,9,14,64,66,31,42,17,26,69,77,21,33,6,19,70,77,.,-1,.,-1,.,-1,11,7,0,0,67,71,31,26,7,15,72,67,17,11,0,4,57,60,-1,17,-1,0,-1,50,50,33,39,25,67,75,29,31,12,17,70,69,50,50,25,50,75,100,-1,-1,-1,-1,-1,-1
'161914129,21,38,21,13,64,63,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,16,31,9,14,63,67,13,23,0,15,69,54,17,30,10,10,64,63,22,25,13,13,70,63,12,32,12,16,56,68,.,.,.,.,.,.,0,38,0,13,55,63,10,42,5,17,55,75,0,14,0,7,55,59,-1,0,-1,0,-1,60,-1,-1,-1,-1,-1,-1,14,32,8,15,62,65,33,-1,17,-1,67,-1,.,.,.,.,.,.
'161914130,8,-1,8,-1,31,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,19,28,14,17,53,58,22,30,19,21,59,64,20,28,15,17,54,58,23,25,19,16,50,53,10,32,7,14,41,55,.,.,.,.,.,.,8,-1,8,-1,25,-1,16,31,11,19,55,63,14,16,11,9,49,47,-1,10,-1,0,-1,30,-1,0,-1,0,-1,60,20,31,16,20,50,59,13,20,0,7,75,53,-1,-1,-1,-1,-1,-1
'161914444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161916001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161916004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161916042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161916102,33,-1,17,-1,83,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,52,21,27,75,73,-1,-1,-1,-1,-1,-1,38,45,19,32,70,59,59,58,32,25,79,81,56,46,28,31,89,69,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,30,46,14,30,72,65,18,60,5,40,59,60,0,0,0,0,30,17,39,55,20,27,74,75,38,57,21,32,76,72,56,40,22,15,72,75,-1,-1,-1,-1,-1,-1
'161916198,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161918001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161918041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161918101,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,41,44,26,23,84,81,.,-1,.,-1,.,-1,28,40,13,20,84,83,50,44,39,24,93,84,36,29,36,14,100,43,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,33,44,13,22,77,78,20,58,0,25,72,83,33,50,22,33,78,67,40,48,24,25,80,89,41,44,28,24,87,82,42,43,17,14,75,71,-1,-1,-1,-1,-1,-1
'161918199,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161919001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161919005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161919041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161919042,17,-1,17,-1,67,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,27,29,16,13,65,73,.,-1,.,-1,.,-1,15,31,9,16,52,72,35,18,13,11,65,75,26,36,11,18,68,77,-1,.,-1,.,-1,.,17,-1,17,-1,67,-1,22,42,19,17,66,71,18,0,12,0,41,33,14,11,0,0,29,33,29,24,21,10,65,69,27,28,16,15,61,72,27,31,18,8,82,77,-1,.,-1,.,-1,.
'161919101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161920001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161920002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161920006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161920041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161920102,20,-1,0,-1,60,-1,75,57,50,14,100,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,51,57,28,33,89,89,56,44,22,22,89,78,43,41,16,22,80,83,49,56,27,35,93,87,36,35,12,8,80,89,-1,-1,-1,-1,-1,-1,20,-1,0,-1,60,-1,53,57,29,31,86,90,19,37,8,12,73,71,10,44,0,17,70,67,52,63,30,41,90,89,51,56,30,32,89,89,50,60,23,37,90,89,.,-1,.,-1,.,-1
'161920104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161921001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161921004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161921041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161921101,28,20,12,4,68,52,44,17,19,17,81,67,.,-1,.,-1,.,-1,.,.,.,.,.,.,34,35,17,17,75,71,23,28,11,11,66,64,31,30,16,15,73,68,38,40,18,22,81,76,33,29,14,15,77,69,-1,.,-1,.,-1,.,28,20,12,4,68,52,31,30,15,11,69,66,15,14,6,5,58,48,9,29,9,18,45,59,47,58,26,28,81,86,36,33,17,16,76,71,30,40,16,19,73,72,-1,-1,-1,-1,-1,-1
'161921104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161921106,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161922001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161922004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161922041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161922101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161922102,0,40,0,20,100,80,60,44,50,44,80,89,.,-1,.,-1,.,-1,.,.,.,.,.,.,50,48,32,31,88,87,-1,-1,-1,-1,-1,-1,39,35,26,25,81,79,62,49,45,35,91,87,36,46,17,31,81,85,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,46,22,27,85,87,16,24,10,13,74,72,14,26,7,16,64,68,54,49,36,29,91,88,51,49,33,32,88,89,44,43,28,27,86,78,60,40,40,20,100,100
'161922103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161923001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161923041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'161923101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,40,49,21,33,90,87,-1,.,-1,.,-1,.,29,42,5,25,81,83,42,41,23,27,96,82,18,63,9,25,73,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,36,59,18,41,82,94,60,-1,20,-1,80,-1,-1,57,-1,29,-1,71,44,47,24,37,94,87,30,50,17,32,87,85,56,40,28,40,94,100,-1,.,-1,.,-1,.
'161924101,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,39,15,22,80,83,.,-1,.,-1,.,-1,27,44,9,33,73,78,25,44,13,33,75,78,20,-1,0,-1,80,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,33,33,17,11,83,89,14,17,0,0,71,50,-1,-1,-1,-1,-1,-1,33,50,20,29,80,93,33,40,20,20,80,80,20,38,0,25,80,88,-1,-1,-1,-1,-1,-1
