CAMPUS,CD003ARE1218R,CD003ARE1219R,CD003ARE1318R,CD003ARE1319R,CD003ARE1S18R,CD003ARE1S19R,CD203ARE1218R,CD203ARE1219R,CD203ARE1318R,CD203ARE1319R,CD203ARE1S18R,CD203ARE1S19R,CD303ARE1218R,CD303ARE1219R,CD303ARE1318R,CD303ARE1319R,CD303ARE1S18R,CD303ARE1S19R,CD403ARE1218R,CD403ARE1219R,CD403ARE1318R,CD403ARE1319R,CD403ARE1S18R,CD403ARE1S19R,CDA03ARE1218R,CDA03ARE1219R,CDA03ARE1318R,CDA03ARE1319R,CDA03ARE1S18R,CDA03ARE1S19R,CDB03ARE1218R,CDB03ARE1219R,CDB03ARE1318R,CDB03ARE1319R,CDB03ARE1S18R,CDB03ARE1S19R,CDE03ARE1218R,CDE03ARE1219R,CDE03ARE1318R,CDE03ARE1319R,CDE03ARE1S18R,CDE03ARE1S19R,CDF03ARE1218R,CDF03ARE1219R,CDF03ARE1318R,CDF03ARE1319R,CDF03ARE1S18R,CDF03ARE1S19R,CDH03ARE1218R,CDH03ARE1219R,CDH03ARE1318R,CDH03ARE1319R,CDH03ARE1S18R,CDH03ARE1S19R,CDI03ARE1218R,CDI03ARE1219R,CDI03ARE1318R,CDI03ARE1319R,CDI03ARE1S18R,CDI03ARE1S19R,CDL03ARE1218R,CDL03ARE1219R,CDL03ARE1318R,CDL03ARE1319R,CDL03ARE1S18R,CDL03ARE1S19R,CDM03ARE1218R,CDM03ARE1219R,CDM03ARE1318R,CDM03ARE1319R,CDM03ARE1S18R,CDM03ARE1S19R,CDR03ARE1218R,CDR03ARE1219R,CDR03ARE1318R,CDR03ARE1319R,CDR03ARE1S18R,CDR03ARE1S19R,CDS03ARE1218R,CDS03ARE1219R,CDS03ARE1318R,CDS03ARE1319R,CDS03ARE1S18R,CDS03ARE1S19R,CDW03ARE1218R,CDW03ARE1219R,CDW03ARE1318R,CDW03ARE1319R,CDW03ARE1S18R,CDW03ARE1S19R,CNC03ARE1218R,CNC03ARE1219R,CNC03ARE1318R,CNC03ARE1319R,CNC03ARE1S18R,CNC03ARE1S19R,CNM03ARE1218R,CNM03ARE1219R,CNM03ARE1318R,CNM03ARE1319R,CNM03ARE1S18R,CNM03ARE1S19R,CNS03ARE1218R,CNS03ARE1219R,CNS03ARE1318R,CNS03ARE1319R,CNS03ARE1S18R,CNS03ARE1S19R
'003904001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003904005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003904101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,36,36,18,21,82,73,-1,-1,-1,-1,-1,-1,29,35,13,19,77,70,39,34,24,19,84,73,25,40,8,20,83,70,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,34,38,15,24,80,74,17,14,4,5,67,58,30,38,0,19,60,63,37,34,20,22,80,72,38,39,18,20,84,75,31,25,19,25,75,67,-1,-1,-1,-1,-1,-1
'003904102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905101,26,.,13,.,57,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,43,.,24,.,74,.,44,.,25,.,81,.,42,.,23,.,74,.,48,.,30,.,78,.,29,.,15,.,66,.,.,.,.,.,.,.,7,.,0,.,33,.,37,.,17,.,69,.,25,.,8,.,63,.,46,.,8,.,62,.,60,.,37,.,81,.,43,.,22,.,77,.,42,.,29,.,63,.,0,.,0,.,40,.
'003905102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905103,.,31,.,17,.,67,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,39,.,21,.,78,.,40,.,30,.,50,.,32,.,16,.,75,.,38,.,21,.,73,.,33,.,17,.,79,.,-1,.,-1,.,-1,.,24,.,12,.,64,.,40,.,22,.,82,.,25,.,13,.,71,.,25,.,0,.,25,.,56,.,32,.,88,.,39,.,21,.,77,.,38,.,25,.,81,.,-1,.,-1,.,-1
'003906001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003906101,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,25,42,13,27,75,85,.,.,.,.,.,.,25,38,19,38,69,81,29,54,7,38,86,92,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,20,31,20,15,60,77,23,40,15,20,62,80,-1,-1,-1,-1,-1,-1,26,38,13,29,74,90,21,43,16,24,79,90,40,40,0,40,60,60,-1,-1,-1,-1,-1,-1
'003907001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003907004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003907041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003907102,30,45,0,27,80,73,60,71,0,29,100,86,.,.,.,.,.,.,.,.,.,.,.,.,59,45,27,24,86,75,80,-1,20,-1,80,-1,47,43,15,17,83,78,65,43,41,28,91,79,46,54,13,29,88,79,.,.,.,.,.,.,20,33,0,17,60,67,53,48,14,21,82,71,32,21,4,10,60,52,40,26,10,13,60,35,61,39,34,21,86,74,63,47,28,25,86,73,43,42,22,23,87,77,-1,-1,-1,-1,-1,-1
'004901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'004901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'004901101,.,15,.,15,.,38,.,71,.,29,.,86,.,40,.,40,.,60,.,-1,.,-1,.,-1,.,28,.,17,.,53,.,-1,.,-1,.,-1,.,24,.,11,.,47,.,30,.,16,.,52,.,19,.,12,.,49,.,-1,.,-1,.,-1,.,15,.,15,.,38,.,27,.,18,.,54,.,9,.,6,.,30,.,9,.,0,.,17,.,33,.,18,.,54,.,29,.,17,.,55,.,28,.,16,.,46,.,20,.,0,.,20
'004901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'004901103,10,.,10,.,60,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,39,.,21,.,70,.,-1,.,-1,.,-1,.,39,.,21,.,70,.,42,.,28,.,71,.,31,.,17,.,61,.,.,.,.,.,.,.,10,.,10,.,60,.,36,.,14,.,68,.,39,.,21,.,70,.,16,.,0,.,26,.,45,.,25,.,80,.,39,.,21,.,67,.,39,.,21,.,79,.,-1,.,-1,.,-1,.
'005901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'005901101,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,66,74,53,63,91,96,.,.,.,.,.,.,61,58,44,58,89,92,71,73,64,60,93,100,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,61,75,44,67,89,92,36,-1,36,-1,82,-1,-1,-1,-1,-1,-1,-1,72,76,64,64,96,96,67,74,52,61,86,96,64,-1,55,-1,100,-1,.,.,.,.,.,.
'005902001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'005902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'005902101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,40,41,19,24,86,79,.,.,.,.,.,.,9,43,4,21,61,64,40,49,18,27,88,70,20,-1,0,-1,80,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,39,31,21,21,82,90,-1,43,-1,14,-1,71,22,-1,11,-1,56,-1,42,42,21,25,88,78,37,40,16,23,87,79,50,42,31,26,81,79,.,.,.,.,.,.
'005904001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'005904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'005904101,-1,40,-1,0,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,35,50,17,100,100,.,.,.,.,.,.,56,22,33,0,100,100,62,50,31,30,100,100,67,40,33,0,100,100,-1,.,-1,.,-1,.,-1,40,-1,0,-1,100,80,23,67,8,100,100,38,18,25,0,100,100,-1,-1,-1,-1,-1,-1,76,33,57,22,100,100,67,30,43,15,100,100,86,-1,71,-1,100,-1,-1,.,-1,.,-1,.
'006902001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'006902101,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,56,16,32,63,92,.,.,.,.,.,.,30,50,10,30,60,80,50,56,30,38,60,94,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,56,0,22,67,89,-1,0,-1,0,-1,83,-1,-1,-1,-1,-1,-1,47,55,18,32,65,91,38,59,8,29,62,94,50,50,33,38,67,88,.,-1,.,-1,.,-1
'007901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007901003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007901101,0,-1,0,-1,17,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,30,10,19,58,74,.,.,.,.,.,.,28,27,14,14,62,73,33,18,4,9,63,64,26,27,9,19,54,73,.,.,.,.,.,.,0,-1,0,-1,17,-1,25,38,19,25,50,81,16,30,6,17,47,70,-1,-1,-1,-1,-1,-1,60,-1,20,-1,80,-1,27,32,7,20,57,72,40,-1,20,-1,60,-1,-1,-1,-1,-1,-1,-1
'007902001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007902005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007902006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007902101,-1,33,-1,0,-1,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,37,29,21,15,74,79,.,-1,.,-1,.,-1,30,24,17,11,68,70,35,32,25,18,73,77,31,28,14,12,68,74,.,.,.,.,.,.,-1,20,-1,0,-1,80,39,26,19,11,74,81,0,13,0,4,46,50,7,9,0,0,50,45,53,29,38,20,88,84,42,29,25,13,75,82,22,31,7,21,70,69,.,-1,.,-1,.,-1
'007904001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007904002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007904003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007904101,10,29,5,10,48,67,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,20,31,9,18,62,66,-1,-1,-1,-1,-1,-1,22,25,8,12,58,59,24,33,13,18,63,65,21,34,7,19,61,66,.,.,.,.,.,.,5,29,0,10,45,67,17,28,6,17,62,68,9,18,0,6,55,58,0,0,0,0,0,0,19,18,15,9,69,64,16,35,7,21,63,68,32,19,13,10,61,61,-1,-1,-1,-1,-1,-1
'007904103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007905001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007905004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007905005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007905041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007905103,22,30,11,10,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,33,29,17,15,64,60,-1,.,-1,.,-1,.,23,22,9,8,54,53,36,31,20,15,59,60,26,26,13,15,61,55,.,-1,.,-1,.,-1,22,30,11,10,67,60,30,27,13,15,69,61,10,10,2,4,36,32,15,31,0,0,48,44,49,35,28,17,74,70,33,26,18,14,64,60,31,37,12,17,66,63,-1,-1,-1,-1,-1,-1
'007905105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007906001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007906003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007906041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
