CAMPUS,CD203ARE1217R,CD203ARE1218R,CD203ARE1317R,CD203ARE1318R,CD203ARE1S17R,CD203ARE1S18R,CD303ARE1217R,CD303ARE1218R,CD303ARE1317R,CD303ARE1318R,CD303ARE1S17R,CD303ARE1S18R,CD403ARE1217R,CD403ARE1218R,CD403ARE1317R,CD403ARE1318R,CD403ARE1S17R,CD403ARE1S18R,CDA03ARE1217R,CDA03ARE1218R,CDA03ARE1317R,CDA03ARE1318R,CDA03ARE1S17R,CDA03ARE1S18R,CDB03ARE1217R,CDB03ARE1218R,CDB03ARE1317R,CDB03ARE1318R,CDB03ARE1S17R,CDB03ARE1S18R,CDE03ARE1217R,CDE03ARE1218R,CDE03ARE1317R,CDE03ARE1318R,CDE03ARE1S17R,CDE03ARE1S18R,CDF03ARE1217R,CDF03ARE1218R,CDF03ARE1317R,CDF03ARE1318R,CDF03ARE1S17R,CDF03ARE1S18R,CDH03ARE1217R,CDH03ARE1218R,CDH03ARE1317R,CDH03ARE1318R,CDH03ARE1S17R,CDH03ARE1S18R,CDI03ARE1217R,CDI03ARE1218R,CDI03ARE1317R,CDI03ARE1318R,CDI03ARE1S17R,CDI03ARE1S18R,CDL03ARE1217R,CDL03ARE1218R,CDL03ARE1317R,CDL03ARE1318R,CDL03ARE1S17R,CDL03ARE1S18R,CDM03ARE1217R,CDM03ARE1218R,CDM03ARE1317R,CDM03ARE1318R,CDM03ARE1S17R,CDM03ARE1S18R,CDR03ARE1217R,CDR03ARE1218R,CDR03ARE1317R,CDR03ARE1318R,CDR03ARE1S17R,CDR03ARE1S18R,CDS03ARE1217R,CDS03ARE1218R,CDS03ARE1317R,CDS03ARE1318R,CDS03ARE1S17R,CDS03ARE1S18R,CDW03ARE1217R,CDW03ARE1218R,CDW03ARE1317R,CDW03ARE1318R,CDW03ARE1S17R,CDW03ARE1S18R
'240901112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,36,27,16,82,91,.,.,.,.,.,.,44,33,26,14,80,89,52,38,33,17,90,95,47,36,27,15,82,90,.,.,.,.,.,.,26,31,16,13,67,93,41,35,21,14,72,87,26,33,16,14,68,93,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1
'240901115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,33,8,16,58,75,.,.,.,.,.,.,27,33,8,16,58,75,31,27,10,20,54,78,27,33,8,16,58,75,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,39,-1,13,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240901116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,58,20,32,66,92,.,.,.,.,.,.,31,59,15,31,63,92,34,63,21,35,64,96,35,58,20,32,66,92,.,.,.,.,.,.,27,53,11,24,60,88,36,50,19,28,68,88,28,59,12,29,60,90,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240901119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,61,21,31,91,95,.,.,.,.,.,.,55,59,22,28,91,94,38,55,22,29,84,97,54,61,22,31,91,95,.,.,.,.,.,.,49,49,19,23,91,96,71,67,21,33,97,92,50,48,18,22,91,96,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.
'240901120,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,57,20,29,72,95,.,.,.,.,.,.,35,57,20,28,73,95,38,60,19,34,69,91,35,57,20,29,72,95,.,.,.,.,.,.,31,53,19,25,69,92,31,55,21,25,74,98,29,52,20,24,68,93,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240901121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,30,12,14,78,90,.,.,.,.,.,.,25,27,11,12,78,89,35,-1,23,-1,77,-1,26,30,12,14,78,90,.,.,.,.,.,.,17,26,8,9,73,90,-1,37,-1,20,-1,88,16,24,8,8,73,90,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240901122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,-1,15,-1,74,-1,-1,.,-1,.,-1,.,35,-1,16,-1,74,-1,-1,-1,-1,-1,-1,-1,36,-1,15,-1,74,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,39,-1,26,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240901123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,36,22,16,75,75,.,.,.,.,.,.,34,36,23,16,75,75,-1,44,-1,18,-1,79,35,36,22,16,75,75,.,.,.,.,.,.,29,32,16,11,73,74,53,-1,33,-1,87,-1,29,32,15,9,73,70,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240901124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,51,25,28,78,83,.,.,.,.,.,.,48,51,26,28,78,82,52,53,22,33,88,86,48,51,25,28,78,83,.,.,.,.,.,.,48,40,26,25,78,78,44,49,29,24,66,80,46,40,26,24,78,79,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240901125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,26,22,12,73,68,.,.,.,.,.,.,35,25,20,13,72,68,40,-1,18,-1,73,-1,37,26,22,12,73,68,.,.,.,.,.,.,28,-1,13,-1,72,-1,34,25,26,11,74,66,29,-1,14,-1,71,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903030,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903031,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903032,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903044,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903047,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903048,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903053,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903054,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240903103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,40,32,26,74,81,-1,.,-1,.,-1,.,42,32,27,17,67,75,48,43,33,26,71,89,49,40,31,25,74,81,.,.,.,.,.,.,37,-1,22,-1,64,-1,52,37,30,26,77,73,42,15,26,7,69,67,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1
'240903105,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,45,33,26,15,80,89,.,.,.,.,.,.,41,29,25,14,79,88,47,37,27,20,82,87,44,33,26,15,79,89,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,42,-1,25,-1,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,32,22,16,65,70,.,.,.,.,.,.,30,29,17,14,58,70,36,33,20,16,70,74,34,32,22,16,65,70,.,.,.,.,.,.,32,17,18,11,61,58,32,31,23,16,61,66,31,16,17,10,58,58,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903109,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,41,46,31,26,74,85,.,.,.,.,.,.,33,44,29,26,70,85,42,45,31,26,81,91,40,46,30,26,74,85,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,39,47,32,27,68,78,13,-1,11,-1,61,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903110,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,69,66,53,46,93,93,.,.,.,.,.,.,71,54,47,30,92,93,70,80,52,62,93,100,68,66,52,46,93,93,.,.,.,.,.,.,44,-1,26,-1,74,-1,68,55,54,34,93,87,45,-1,28,-1,78,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,29,17,15,65,69,.,.,.,.,.,.,34,28,14,14,62,69,42,34,27,20,69,71,36,29,17,15,65,69,.,.,.,.,.,.,27,15,8,9,58,56,-1,25,-1,12,-1,67,25,18,8,8,55,56,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,36,22,12,76,78,.,.,.,.,.,.,41,35,20,12,78,75,56,45,20,19,80,87,43,36,22,12,76,78,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,27,-1,24,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903114,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,31,53,22,23,62,81,.,.,.,.,.,.,25,47,16,16,57,76,38,58,25,22,69,81,30,53,21,23,61,81,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,24,49,18,23,53,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.
'240903115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,33,22,19,59,68,.,.,.,.,.,.,30,30,17,17,58,64,37,37,26,26,73,72,34,33,22,19,59,68,.,.,.,.,.,.,21,-1,11,-1,43,-1,32,29,20,14,49,65,21,-1,11,-1,43,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903116,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,63,56,50,36,86,86,-1,-1,-1,-1,-1,-1,50,53,39,28,78,87,62,68,47,47,85,91,63,55,49,35,86,85,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,64,48,54,29,88,82,31,-1,24,-1,69,-1,38,-1,38,-1,62,-1,-1,.,-1,.,-1,.
'240903117,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,59,35,29,82,89,.,.,.,.,.,.,54,56,33,26,81,88,61,44,39,22,92,88,56,59,35,29,82,89,.,.,.,.,.,.,44,54,25,23,75,85,50,71,31,34,72,89,43,47,24,22,76,78,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,33,18,15,60,72,.,.,.,.,.,.,26,30,15,14,59,70,34,41,21,15,66,74,28,33,18,15,60,72,.,.,.,.,.,.,19,-1,8,-1,51,-1,24,24,16,14,56,69,18,-1,6,-1,50,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,27,16,12,53,77,.,.,.,.,.,.,23,26,15,12,52,76,-1,26,-1,12,-1,78,25,28,16,13,53,77,.,.,.,.,.,.,-1,17,-1,9,-1,71,29,28,19,13,50,75,-1,17,-1,9,-1,70,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1
'240903120,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,53,49,31,30,76,87,.,.,.,.,.,.,41,38,20,22,69,79,55,54,41,30,75,88,53,49,32,30,76,86,.,.,.,.,.,.,27,19,14,16,50,72,51,45,23,31,77,85,24,16,13,11,50,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'240903121,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,41,54,30,33,77,93,.,.,.,.,.,.,41,52,30,29,79,92,43,60,31,36,74,100,41,54,30,32,77,93,.,.,.,.,.,.,27,38,16,15,73,92,39,50,29,31,81,88,28,39,17,15,72,90,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903122,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,54,53,34,26,86,89,-1,.,-1,.,-1,.,46,35,21,13,88,80,61,59,43,32,86,89,54,52,32,25,86,88,.,.,.,.,.,.,37,38,14,12,75,82,49,46,27,21,86,89,37,32,15,12,75,78,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.
'240903123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,33,13,12,58,65,.,.,.,.,.,.,21,31,12,10,57,65,23,-1,13,-1,68,-1,23,33,13,12,58,65,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,22,44,12,19,49,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,44,17,26,65,78,-1,.,-1,.,-1,.,31,43,16,25,63,78,27,57,14,39,62,86,33,44,16,26,65,78,.,.,.,.,.,.,18,-1,9,-1,51,-1,40,37,20,18,69,73,16,27,8,12,51,66,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,35,21,10,69,82,.,.,.,.,.,.,36,35,21,9,67,80,45,-1,23,-1,71,-1,39,35,21,10,69,82,.,.,.,.,.,.,21,-1,8,-1,60,-1,30,36,18,12,65,79,22,29,10,8,62,76,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903126,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,47,43,28,24,74,74,.,.,.,.,.,.,40,40,20,22,69,70,42,51,26,28,71,75,45,41,24,22,74,73,-1,.,-1,.,-1,.,29,23,10,10,67,62,52,38,30,21,77,74,27,20,8,9,65,61,-1,-1,-1,-1,-1,-1,100,-1,100,-1,100,-1
'240903127,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,42,25,27,77,73,.,.,.,.,.,.,38,41,23,28,76,71,45,46,33,28,82,74,40,42,25,27,77,73,.,.,.,.,.,.,22,22,8,11,68,58,35,38,18,27,72,72,-1,22,-1,11,-1,57,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,47,26,18,76,84,.,.,.,.,.,.,46,46,25,18,75,84,49,47,28,22,77,88,44,47,26,18,76,84,.,.,.,.,.,.,42,42,19,16,72,84,39,47,24,14,74,81,39,43,18,15,70,85,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,35,26,17,75,79,.,.,.,.,.,.,43,34,27,15,74,78,50,42,34,25,83,83,44,35,26,17,75,79,.,.,.,.,.,.,26,20,14,7,64,68,39,30,18,11,68,76,41,21,25,9,74,69,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903130,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,43,43,22,23,75,82,.,.,.,.,.,.,32,33,14,16,66,79,49,42,27,29,83,84,43,42,22,21,75,82,.,.,.,.,.,.,30,-1,13,-1,67,-1,37,44,18,17,68,81,29,-1,13,-1,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'240903131,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,51,44,31,27,80,84,.,.,.,.,.,.,44,36,24,16,77,80,56,52,33,33,81,86,50,43,29,26,80,84,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,45,33,28,20,78,80,46,-1,25,-1,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'240903132,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,29,18,21,63,69,.,.,.,.,.,.,28,25,12,17,57,64,43,33,23,25,68,71,36,29,18,21,63,69,.,.,.,.,.,.,19,18,8,16,50,55,27,25,13,18,58,67,18,19,8,17,50,56,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903133,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,26,16,10,66,67,.,.,.,.,.,.,37,23,15,9,64,66,42,36,18,19,75,74,36,26,16,10,66,67,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,29,-1,13,-1,54,-1,34,21,14,9,63,64,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'240903134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,.,23,.,83,.,.,.,.,.,.,.,47,.,23,.,84,.,50,.,30,.,88,.,46,.,23,.,83,.,.,.,.,.,.,.,31,.,10,.,77,.,42,.,16,.,79,.,33,.,10,.,78,.,-1,.,-1,.,-1,.,.,.,.,.,.
'240904001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'240904102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,-1,27,-1,65,-1,.,.,.,.,.,.,30,-1,25,-1,60,-1,-1,-1,-1,-1,-1,-1,36,-1,28,-1,64,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,-1,33,-1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'241901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'241901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'241901101,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,38,36,20,20,71,85,-1,-1,-1,-1,-1,-1,-1,23,-1,16,-1,82,42,36,24,23,76,90,33,-1,14,-1,78,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,32,37,16,17,65,80,-1,29,-1,18,-1,79,-1,-1,-1,-1,-1,-1,48,50,35,37,74,95
'241902001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'241902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'241902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,43,34,28,83,87,-1,-1,-1,-1,-1,-1,54,-1,33,-1,79,-1,68,52,44,33,84,81,50,-1,39,-1,83,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,50,36,26,24,82,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,50,39,37,91,92
'241903001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'241903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'241903102,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,39,43,25,25,71,81,-1,32,-1,20,-1,76,34,34,19,18,68,78,36,45,26,26,75,84,35,37,20,18,69,78,.,.,.,.,.,.,-1,38,-1,15,-1,74,41,41,24,23,67,79,24,24,9,12,54,65,-1,-1,-1,-1,-1,-1,55,68,42,48,79,94
'241903103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'241903107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'241904001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
